transaction_date_time,cust_id,credit_card_number,transaction_amount,transaction_type,day_type
575520879,7518,4152403514644,7414,a,w
577766706,1216,30247248490675,1655,c,s
578085052,1500,6555399808699310,3062,d,w
578984055,6312,3544529184928013,9711,a,w
582513412,1896,6011140594904219,4965,a,w
583393514,3742,213161382579665,1421,b,w
583627892,6627,60463033120,9394,c,s
584289118,1069,503805354647,7412,b,s
584529474,6636,502006754985,3659,b,w
584597176,6932,4154695767393,3855,a,w
585676456,7335,4484688597733,2028,c,w
585690149,9918,4846123063065049,5209,c,s
585790994,5575,180024806647899,6277,d,w
587009598,8843,30416807120086,2028,d,w
588440477,9906,4595852862879415,2202,b,s
588624346,1070,180053806430717,6378,d,s
589987188,8272,4.99302099905083E+018,829,b,s
590830288,9470,2233057413567038,2803,a,w
590874551,6017,3503951168501658,7152,a,s
590938454,7390,501831540130,9773,c,s
591482253,4895,4.4787336374861E+018,5720,a,s
593556034,8155,4.16853503203927E+018,3611,a,s
594976352,7352,38155458008701,4658,b,w
596330642,4585,2612610454069339,8229,b,w
596773132,8420,6011148998770144,5992,c,w
596988949,6495,3548785547478718,4670,b,w
599165985,2827,180098018435079,3379,c,s
601127959,2403,503803512436,5684,c,s
601735148,8323,6011249015750885,7412,a,w
603592164,3106,4.17579665900124E+018,1656,a,s
605775303,2645,2270552312626921,2446,d,s
606383076,6024,503845693582,2883,a,w
606505935,7262,3546791804331162,2175,b,s
606654680,1322,4269802920182562,2528,c,s
607093162,1416,3559069135010217,3107,a,w
607729234,9525,180066188389764,283,c,w
609787610,1807,30310805622955,6436,c,s
610502933,3107,4.25291534285808E+018,8451,c,s
610626023,3048,502035968184,8361,d,w
610804190,6849,3585219460249074,7021,a,w
611377166,2656,2718730146150298,5638,a,s
611917631,3779,2720531921637061,6704,a,w
612088852,5012,4004186742640217,3588,b,s
612749849,3377,6011780813600195,6953,c,w
613271953,4960,30591232955619,1977,c,s
614574508,7200,501879131479,8470,b,w
614720319,3194,2255662039687020,7170,a,s
616808715,4982,60430539332,1606,b,s
617554853,4582,372427319986886,3984,a,s
618071039,2031,5169842130554935,4462,a,w
619092237,8743,639012243403,1576,c,s
619319176,580,3565871452413375,3715,d,w
619619531,3161,5504947817469184,3827,b,w
619719068,4329,30127123997319,3234,d,w
620307444,7409,4597401790533823,3713,a,s
620559201,2819,630425245630,3653,d,w
620886495,2054,3579520950432973,1088,d,w
621119820,2852,2230952560368680,2671,b,s
621653389,6394,213105572494318,1917,b,s
621962910,9563,4183871645131,2104,c,w
622960183,2572,213121852310405,9360,a,w
623893641,8611,3592175725068058,5219,a,s
625123778,3325,4.57322659413504E+018,8818,a,w
625499593,9033,4760831413625,6800,a,s
627628373,3286,38548867045183,160,b,w
628058704,1610,3594951812361426,9912,a,s
628099816,5141,4.28121955773767E+018,7711,d,s
628476048,9960,213154432588760,641,d,s
628857078,2715,180029111478765,7599,d,w
628859401,5887,2295894151542590,5701,d,w
629927239,4009,4058524587692,5624,a,s
630659808,3884,4597969709682303,9959,c,w
631522411,1016,4284943487435190,2268,d,w
632288666,4325,213197722011514,8441,a,w
635166798,9304,3541019414332619,6450,c,s
635764378,2642,3556446367547574,6918,b,w
636301331,1472,4.04383100179758E+018,2097,a,w
636970539,2092,4.46820275454241E+018,2195,c,w
637151175,7526,4076030792903,2240,b,w
637163422,4787,3566898574381007,8760,c,s
637819818,4748,349729902982473,6564,b,w
638101840,889,4566183131156,8002,c,w
639189167,1705,2309594188373837,2936,b,w
639803714,6697,4098299564708,580,c,w
639906298,542,5257101697334600,191,b,w
640007964,9336,373134112916966,186,a,w
640719773,4075,4369317007334282,2986,b,s
641571269,6916,4812843685687363,5767,d,w
641616667,6992,180057253365581,9869,a,w
642036699,527,4118302089594767,1215,a,w
642068333,5970,3570893981055389,8193,a,s
642878542,6747,30029396237672,1280,c,s
642900330,4695,4511495502629,2182,c,s
643761948,1215,3567458453145178,4716,c,s
645315057,6294,4803440715168158,1255,c,s
645639440,8823,6513862306321258,5302,a,w
645669787,2081,4235776082589072,6912,d,w
646205939,3961,4534801739626206,9440,d,s
648067510,6755,340798471183341,8585,b,s
648504829,4705,4447546637249,3348,a,s
649865029,2168,4.82463422753496E+018,9468,c,s
650285762,2443,6513706449650620,3900,a,w
651952477,1968,213163319983531,3695,d,s
652218672,9334,213143166669946,2282,c,w
654182317,2965,4.0152086734471E+018,1840,a,s
660180301,9301,630461455598,7101,c,w
660299910,6435,6535383748632917,2239,c,w
661109679,1917,180010492754123,4267,a,w
664996372,7255,2720190220625143,1643,d,w
665848313,4064,3547456438166454,3265,c,s
665871979,7223,4738928027148207,4729,d,w
668119592,4883,4580174518499796,6911,b,w
668365197,2519,38441959096241,1979,a,w
669450385,8854,4.91422331719938E+018,4189,c,w
670194367,3868,3531257201569579,9684,a,s
673340717,7511,4654908885924147,5091,d,w
674411176,3651,4133568545375,8131,d,w
675110152,5976,2589509136605594,4553,a,s
678872480,2645,213133289907364,4576,a,w
682444945,9519,4068251236546842,6244,c,s
683979009,4913,6579590678393446,1253,d,w
684348646,2917,6597646583419961,985,b,s
684551121,9066,340984441913773,3906,c,s
685898945,9690,6011444737469886,4019,c,w
686308431,7113,4.54284433896619E+018,8821,d,s
688439058,682,4386764673877897,1920,a,w
688763678,9223,30479844406983,9990,c,w
689874493,1993,4203859172047,6642,d,w
690047869,6420,2702796558286811,8869,a,w
690283783,4028,4.67046515748512E+018,5600,a,s
690758780,9989,213150011867948,2471,d,s
690972714,8481,4477299368403,2763,c,w
691353821,1950,345845489375354,541,d,s
691786760,1902,4755597937833,1900,c,s
692115346,8991,4381147220743,7627,c,s
692934294,6979,4731527661947861,5103,a,s
693368976,7917,340443661938739,6830,b,w
694219442,1190,213101171066367,7526,a,s
695712872,4106,378569155971169,5011,d,s
696559301,4248,630467713438,7244,b,w
698535761,9706,30507644185058,7329,d,w
699123567,5594,4.78214069974618E+018,2674,a,w
699237755,8973,4.70680569018889E+018,3091,c,w
701548761,8129,4522059698653,3994,a,s
701827739,9065,5258744068380147,317,b,s
703786338,7550,3554357035084738,2348,b,w
704965274,8250,4457671704185,8754,c,w
705447204,5103,676342994958,4465,d,w
706822914,6636,4135349835398356,1792,a,w
710059877,4632,503897836402,9862,a,w
710885338,699,3530316488948699,5021,b,s
710885981,4109,6011689502113107,5543,a,s
710893343,4494,676181366920,6983,d,w
711027808,7734,4.065133582022E+018,6689,b,s
712676801,4348,30314937186350,6473,b,s
712802838,3244,3575281305765757,3590,c,s
713240191,9194,6570545009907206,5658,d,w
714180094,6843,4362248459292586,7641,a,w
715015961,5642,3553144403385249,7966,c,s
716344493,8632,4.44765926638639E+018,4538,a,s
716460485,7089,30477640410241,6889,b,w
716584964,6830,3563106424419453,1568,c,s
716732770,5349,347747040931451,7340,a,s
718007330,5597,5410199186624469,8029,d,w
718116271,1293,2275997689828359,6054,b,w
718244447,4366,6572594063182569,7999,c,s
720892183,4756,4928609242316718,3295,b,w
721485585,4956,4.51484527447836E+018,535,a,s
722874995,3251,36992109708400,905,b,s
724882419,4758,630423959190,5151,b,s
725095566,1786,503806970045,1111,c,w
725807168,8028,4262952028241,6290,a,w
726226346,8707,4389487842396238,6773,d,s
726604407,5124,3514031209312550,1674,a,s
726962449,4427,213160611600771,9956,b,w
727810373,9856,3522282627485789,4719,a,s
729112941,1555,4943169016498292,1135,b,s
731025457,2435,4023239725680,6991,b,s
732000014,8997,345944924358313,7754,a,w
732116791,4901,376790870411768,4184,a,w
732264091,1470,213198266763502,8743,b,w
733771981,6789,4.45386400054425E+018,6443,d,w
735239830,2522,4340354780661643,617,a,w
735541193,1851,4581368459351474,343,b,w
736490123,2198,3544344715475900,1332,a,w
737944204,6137,3511912911191437,1203,d,s
738245135,5989,6011932181247659,6046,d,s
739813333,7278,4383130696207806,450,b,w
740833167,3361,3563734757323602,8295,b,w
741211278,7552,3525130623920688,5267,d,w
742464092,8709,180097685228072,3273,b,s
743023160,2227,377096889527290,2647,a,s
743049879,2527,4129164806862779,4385,c,w
743737241,1240,4066515261979,3124,c,w
744656328,5575,3513873289658357,798,d,s
745405244,3888,3502288878809720,4338,d,w
745877211,7999,3598768314883269,1140,c,s
746758369,2838,4.72591593261216E+018,5378,c,w
746880590,1056,4.93265420161662E+018,7549,a,s
746898100,2757,6597090038784358,140,d,w
748562944,9661,6011453675930510,6346,a,w
748946939,5200,344295214732795,8789,a,s
750171997,643,502007150977,7797,a,s
751148062,6503,3573452584424737,2387,a,w
752099908,6520,4.66322389703704E+018,8410,c,w
752738991,8878,4452264906602,3024,d,s
753132716,770,4618935358824624,6613,b,w
753457953,7712,3546047441339799,9567,a,w
754158413,9040,4.61722264289541E+018,666,b,s
756191529,5536,6501667892656460,9976,a,w
756318404,4509,343674517836951,8216,c,w
756539448,9889,4254069568136964,1050,c,w
756894552,1798,4256085551826500,9402,d,s
757707055,5829,676352878265,1695,c,w
758763816,6153,6011058362679427,5933,a,s
759027688,6333,30175179879261,918,a,s
759780983,2637,3569752047265320,9336,b,s
759857480,7763,3521289004866102,962,a,w
760331554,7656,6011227538165138,8000,d,s
760456326,9449,4212605203501,3522,c,w
760457879,9826,213124849608469,8654,a,w
763127411,6262,180053166372012,3049,d,s
764060340,1696,2249994042829623,779,d,s
764316307,9148,38935584186806,1765,b,s
764632897,1536,3508601048873448,5250,a,s
765154697,2699,4757020543725,9491,b,w
765298161,8151,4.09474407999801E+018,2095,d,w
765731344,8178,4540157246024670,5970,b,w
767058507,1900,180016511911750,5506,c,s
767671711,6809,4484092797697,7111,d,w
768389891,9723,3558972912679537,8740,c,s
769957383,2452,342991522368353,6375,c,w
770217972,6320,6011963020233659,9530,d,s
770699144,5223,567302571920,7302,b,s
770861787,8653,4445060217667293,7841,d,w
770969145,4922,4217580550560,1038,d,s
771345488,2846,3562540617921373,6818,a,w
772381540,806,4575971300869194,8312,d,s
772798657,5734,6011112405742690,3473,b,w
773020746,3429,4802876928304125,2636,c,s
775075117,562,343429606907340,1700,c,s
777708580,9508,30577287588124,6869,c,s
782534504,7178,4606473485283351,9232,a,s
784502776,7828,36492332159638,9614,a,s
788109746,9193,2230006352162353,5600,d,w
788870071,1773,3562100207940356,4096,b,w
789389768,8404,501855679764,7622,a,w
789546443,9872,3526708508748800,8231,c,w
791380560,7345,4855594049143,5568,d,s
792837955,2871,5188076233118754,9345,b,s
792945393,9869,4492205586313027,7155,a,w
793702374,3082,4722010868292,6473,b,s
794611056,3247,4727082347990238,2713,a,w
794878470,8089,213133198008015,7541,d,w
795681513,3313,4667634509401537,9512,d,w
796665845,5810,4.6130615787653E+018,844,a,s
796740021,7695,340555182747321,9537,b,w
796986566,6155,3516868971112629,1406,d,s
797161323,6214,4542607621460,3114,a,w
798835317,4931,30103205891571,8895,a,w
800391933,3694,4.11210668000095E+018,272,a,s
800528766,7600,6520965391645456,1355,d,s
801079905,1147,3512090836057600,8361,c,s
803416562,7019,6530086445010023,4707,a,s
803570963,8189,4092049195015605,4785,b,s
804381377,4470,180082495147753,5558,c,w
805191367,8124,3592559748267518,5837,c,w
806103417,5043,4.29900202229776E+018,9356,c,s
807579827,5672,5291244093484807,9491,b,s
808003368,1142,180095959663495,5239,b,w
810908841,7524,4186752361595097,8788,a,w
812492161,1777,4596766724113210,3217,d,s
813073761,4824,376925915371276,8467,b,w
814166526,2438,3598398266324508,2528,d,w
814225350,4317,676378921354,3568,a,s
815883597,4003,4.15251456958718E+018,6405,d,s
816817430,5594,6579258965044755,3044,b,s
819701348,6812,3559001535128828,5799,c,w
824763335,9514,4855431002591985,462,d,s
825050072,6729,503872342921,444,a,s
825050839,4608,676326243786,9622,c,s
826071175,2657,4512977558855674,1763,c,s
828127927,7866,180060625585217,3712,d,s
828718757,6908,347264294586197,5805,c,s
828897782,9853,675998624513,1831,b,s
830029991,6300,30146296684470,5752,d,s
830249065,7967,4.27292397470126E+018,3639,c,w
831371969,5898,4710063431708701,9977,a,s
831494976,9590,4342818611380654,9804,c,w
832681383,5300,6529723865000646,7257,d,w
833727333,542,676286497190,3714,a,s
833777753,3650,4272014509725416,597,c,s
833867891,4624,4018445840177892,9342,c,w
833887177,8628,377317171917050,8488,c,w
833997680,6878,4968900187708121,3931,d,s
834023650,667,180028051800772,3407,d,w
834996547,6774,4466277211867,8026,d,s
836537982,6929,2239028424994176,2136,c,w
837069861,5572,376826492888825,5290,b,s
837149638,8797,4.60837998339175E+018,6658,a,s
838277113,6313,3516779946525482,2765,c,w
838954718,3522,3573840359909553,3746,d,s
839735991,843,4538840562483711,3506,c,w
840188841,2957,2275705675215626,1012,c,w
840488269,7973,3549885281908216,7553,d,w
840625698,3907,3540077097039340,7868,a,w
842008069,4433,4221359371705174,3716,b,s
843165662,6649,180054869130483,2260,a,w
844809307,5451,6568001592514888,8130,a,s
845235168,7985,4.44861862251758E+018,4346,a,s
846506077,1631,4250903098024452,4239,c,s
846554212,4490,3506113310007160,8689,a,w
846680230,6480,4.54306499498184E+018,3796,d,w
849329639,1122,340097577516409,4029,d,s
849799641,7989,4535437519363527,5653,a,s
850304437,9807,30321858494408,4988,c,w
851470023,787,30282406855229,2956,d,w
851942618,7877,630413028675,4732,c,s
852017028,3703,4660630090425262,3611,a,w
852647440,1444,377671221064028,1512,b,s
854167771,3574,501817067306,9335,a,w
854194856,7884,6011481413806122,3125,b,s
855135535,5034,30468919129182,8411,c,s
857317868,1196,676304784439,7997,c,s
857466495,1560,180039616236196,4877,c,s
858110620,5936,572002128690,4640,c,w
858761159,2860,4.24642812912727E+018,7180,a,w
859640553,7227,676157430098,7159,d,s
859763285,9381,371439977466888,3307,d,w
860556664,2023,630460000411,4725,c,s
860999188,3249,180055595495173,216,b,w
861633745,4426,2654189195961889,4945,d,w
861686303,8953,6011853961769144,5633,c,s
862319052,8534,4.92502167818293E+018,9343,b,s
862471815,6881,3542192240384374,7805,b,s
862528866,4929,60417613225,2969,b,s
862595968,8508,3552435094109364,1448,c,w
863244469,7348,4.94666091153776E+018,2169,c,w
863627152,2376,3533083128789282,146,d,w
863891382,3304,6011633346634019,6179,a,w
863914648,6615,2569960885349674,2580,c,w
864008449,4494,572737813798,5878,a,s
864084978,5094,3563849311800455,7115,a,w
864539900,9543,30194312952653,3866,d,s
865795997,2221,4891354501543370,8472,d,w
865884226,8100,502016593084,1073,d,s
867573675,8650,4538739686207,799,a,w
867734660,8970,4792607610316297,5271,c,w
868031250,707,6548714716338050,3595,a,w
868117966,8778,4.70099405296533E+018,7981,b,w
868664513,4038,2231520397622345,1100,a,s
868993195,6263,5149808312483123,8281,c,w
869079965,5891,4180078073430183,3412,d,w
869187145,8490,6559938880451102,8291,b,s
869892132,5242,4166331751904,212,d,s
870136223,2588,3537699748205171,4435,c,w
870347947,1344,4768610612041822,4619,d,s
870966326,6660,30300274167145,9769,d,w
872525764,5835,30365312513741,1267,d,s
873044889,8746,3520259754604046,9565,c,s
874308426,9865,2255755536810929,4380,d,w
875054968,7640,213160119870975,7184,d,s
876510258,705,2704284335872912,1364,c,w
876761584,3860,3566200496523404,6672,a,s
877266656,9591,3517819012219229,1960,c,s
877453311,8913,36709992722920,6836,b,s
877847154,8815,4294361419454288,7693,c,w
880271782,4725,213122182783311,7176,b,w
880670406,4385,379652590543907,8784,c,s
880814382,1826,676138912859,4482,b,s
881524667,8045,6550235823631745,5389,a,w
882322477,6186,343628582039826,1291,c,w
882914479,1435,4322890695516697,1675,c,w
883164482,8366,4.42523780533467E+018,670,c,s
883619907,7432,3573896151342955,1349,a,s
883704439,9663,3591318138409821,6869,c,s
884538263,5916,3573863202138238,1641,b,s
885559735,9770,377327744980055,8406,d,s
889378982,9423,345460909936254,5615,d,w
890412577,2472,213179420269446,1634,c,w
891500525,8198,6011058164047211,539,b,w
894424956,3616,375375849631042,9937,a,w
896391019,9665,4.62537395508794E+018,2688,a,w
896452211,1373,213122962248162,7970,c,w
898022855,5088,30438135388540,570,d,s
898514382,3730,3563452468029125,8883,a,w
898712237,5595,4371087134954,1947,c,s
899180383,8333,4.03318225505855E+018,2345,a,w
900052491,7915,4147759029663793,9177,c,w
900842094,8352,4.5879398265644E+018,4556,c,s
901333411,9457,4798533859455,3905,b,s
901365718,1780,213116953933212,191,c,s
903472297,5218,3577363490803615,2474,b,w
903499995,1421,4.85040721644212E+018,7893,a,w
903854641,5393,2236199028339614,8516,b,s
903874224,6154,4.97052236799261E+018,4684,b,w
904365799,8770,676102844591,1301,a,w
905285464,848,4795019594402811,2808,b,w
905300671,3476,6539029383074438,9755,a,s
905339163,9480,180098478409986,2899,c,s
905663122,9995,3547293932160323,1909,d,s
905738853,7155,6011479620906156,5421,a,w
905995538,3341,3548083479252057,1342,b,s
906060724,4792,3532139334671093,4108,a,s
907091731,2638,6573510816510673,6839,c,s
907999228,4108,3574779317983350,5370,d,w
908108886,9978,6011108751018974,5538,d,w
908263508,6470,3581076581149516,1379,d,s
908445898,4851,4961434442470,6987,c,w
908961405,2395,3597768609653121,4653,c,s
909005465,9670,345423224804276,9134,c,s
913382905,1569,4647567917716978,7712,a,s
913883532,7076,213199615073684,1527,b,w
918153737,2570,180046644392586,8441,c,s
918698166,5701,3593786390299262,4094,b,s
918864126,8880,676229838161,2336,b,w
922406150,1259,3501917631938811,4363,d,w
924008791,2464,4085152099681321,3546,b,w
925017867,5998,6538423474894245,7351,c,s
926444424,7363,4386293096193,2126,a,w
927279941,615,60493010791,4105,b,s
927731127,1956,377359612665864,1655,b,s
928187952,8259,4.31878130207567E+018,9519,b,w
929024059,1370,503870254839,4841,d,w
929701723,9976,2271416886590096,674,c,w
931243211,8571,4.05679736906172E+018,2651,c,s
932373944,1603,577926267789,9433,b,w
932560578,2101,3527462909924466,7330,c,w
933073136,4431,3525674843789019,8879,d,s
933929658,8154,3510997958453866,2359,d,w
934583855,7368,375004638725423,8211,c,s
935654144,1944,2263284974769133,1832,d,w
937262691,5818,4315311580514027,6634,b,w
937571856,2841,30526321762443,6784,b,w
938180964,735,2257826063538551,4849,b,w
940114087,7232,372815308887810,3148,b,s
941747981,3944,4025335456136,3803,a,s
942158597,7206,372933116463110,8038,a,w
942511232,2184,4690353052491289,5903,d,w
942697339,7305,3547686792965998,921,d,s
943474534,795,6011886756217283,5421,d,w
944095546,5516,4244772841677463,3726,a,w
944882196,8552,30590732251883,3273,b,w
945217399,9561,30534855856748,7637,a,w
945645121,775,6543999480967979,8944,c,s
946790744,714,2241495643995696,828,a,s
946825292,7799,675923687908,8520,b,w
946879618,2336,3539664506847489,6222,a,s
947034690,1082,4655577328933111,2380,d,s
948396705,7073,3557567488818716,2983,a,w
949299854,4509,30445201463412,7949,c,w
949575567,4644,4447059991801,3059,a,w
951627307,3261,4370147875426747,3003,b,w
952262277,5535,3559989818703475,9137,d,w
952714437,857,3533152749233259,4382,c,w
953099287,6312,4465912287015412,4924,a,w
953169474,2752,4036682753684542,764,b,s
953315093,9925,4354940346209886,4918,a,s
953708776,2616,180094240738570,1198,a,w
953729038,7847,5542980876289130,7868,d,w
955820232,3349,4079115252758192,7763,d,w
956376727,583,4557048054709,3701,d,w
956513503,6898,5499352599567999,5015,c,s
957413368,7264,3503784305912128,905,d,s
958094429,6810,4.05729672974682E+018,9006,b,w
958609302,8198,30391659504002,391,b,s
959628750,1656,4.50645312366681E+018,5576,d,s
959806838,3471,30501549712488,4724,c,s
959965868,2310,4008454037442509,9011,b,s
960105642,7513,639088527903,1702,a,w
963202599,9038,4547105218255452,8138,c,s
964543488,3461,4238272777344426,2148,d,w
964726020,3499,4281730135772741,4169,c,s
965696033,1414,3516555946604695,8561,c,w
966341639,3278,4471837238132259,3263,d,s
966961772,5706,3528855681744458,142,d,s
968333037,5993,213171414442816,4256,d,w
968780610,2306,4419385164950737,2880,c,s
968795918,1972,4104767923163852,513,c,s
969007263,9519,4852775808421604,9730,c,w
969521024,8662,36550427657061,4034,c,w
970270519,9891,4.50204473618316E+018,3348,b,s
970724815,9986,180024134154907,2646,c,s
971117931,3756,4849005416922280,2583,a,s
971154265,2414,630441004284,7776,b,s
971408802,5535,4537651638820732,7706,a,s
971501969,9633,4681650980027056,3824,b,s
973187656,3586,3560680719504297,5342,d,s
973512471,4180,503825852935,2871,a,w
974523260,4637,4458620672478371,9000,d,w
975400281,5801,30526167850039,3375,d,w
975791934,8640,213129535836753,8283,b,s
976255289,2686,582264031466,5437,c,s
977445250,4012,676276787337,9616,d,w
977894269,3672,3568451660787261,3369,d,w
978100331,6162,4771634315255,5133,b,w
978662332,2709,3518466742377668,5387,d,w
978872917,1053,2241860121704821,7040,d,w
979034803,965,30575379871606,9881,b,s
980534824,1955,4329037532536651,2703,a,s
980734606,1794,503837114639,4177,d,w
981687065,2633,4.17158579280611E+018,8076,b,w
984945831,4551,4.81689966779653E+018,1827,b,s
985757779,8834,675976674241,6539,d,w
985869412,7777,4.19694370622994E+018,8552,a,w
986175067,9354,2267573849573969,5226,c,s
987153607,6834,4331568294994783,8946,c,w
988316702,9271,180035483822860,5277,d,s
989053214,2691,378808816117642,1861,b,s
989784059,1941,4.76599571485523E+018,9364,a,s
990227313,9795,630414587372,1292,d,w
990443536,1679,60424745655,2683,b,w
991149818,9606,4890511273120,3304,c,s
992355751,700,4044221996556264,1224,c,s
992891664,2248,6011201447232131,8583,c,s
992992536,3347,4.55780522630507E+018,2035,a,s
993346415,4143,6011090941695129,3618,a,w
995143242,1818,4185477331263,1622,d,s
996185955,9930,376297072861600,5612,d,w
997299467,742,4051696910227490,1242,d,w
1002505695,3841,340125240457782,2786,c,s
1002894600,3390,4.77998036063948E+018,7799,c,w
1003176441,5699,213106597766193,9692,c,s
1003211200,9311,3521489187639710,9309,b,w
1003797362,7468,180053635759575,269,b,s
1004837584,7457,180006656249843,3563,b,w
1005057889,9266,3543287070630703,8350,a,w
1005546746,7529,6011537885275854,155,a,s
1007875248,9737,340178242627712,1914,a,s
1010586936,5632,4194432613616153,4821,c,s
1011135066,4151,6011855111644457,8865,c,s
1014366001,4833,6586450486107796,4354,d,s
1015284468,509,4589634310708778,7971,c,s
1016288496,4206,6011901554702715,4206,c,w
1016448821,8386,3566119668655507,7521,c,s
1016461831,9484,4.93113626178143E+018,2228,d,w
1018668263,2711,6516922680383378,3257,d,w
1018911396,6036,4.351664867475E+018,9990,d,s
1019452459,2241,30101145062105,6866,b,s
1019708330,2028,4742764142719299,2320,d,s
1020120927,2493,3554285913261823,3707,d,s
1021971740,6555,3577635618071633,2618,b,s
1023133018,4096,4.46134126710907E+018,3431,d,s
1023869109,7697,30077331218778,9256,b,s
1024350134,8120,3529924957480426,7993,b,s
1025117555,7565,3512282395727992,1812,c,w
1025934729,1853,3577838842518698,5630,b,s
1026039350,5840,4883968618526687,4339,b,w
1028752127,9956,4871715232779869,4181,d,s
1029492324,6418,4.04977735102741E+018,7594,a,s
1030973928,8646,4.64527995419323E+018,9992,a,s
1031372116,6513,4472947840948890,8333,d,s
1032155537,4426,4.72436482045435E+018,9950,c,s
1032337711,2831,6011585861009441,6408,a,s
1033558864,6338,30490990277177,8497,a,w
1035713990,4632,30279904458928,2223,d,w
1036038938,2749,4195282333594027,530,b,w
1037240338,3609,4992201202324881,1825,b,w
1038331098,8080,6580560863191514,5350,d,s
1038689354,5995,5433685488821269,8471,c,s
1039143515,9201,6561787689086874,4795,a,w
1040228541,6551,213156797864462,2286,a,s
1040719849,1692,503828681653,988,d,s
1041132047,6250,630488097126,1143,d,w
1044747269,2821,213124671100973,979,c,w
1047323307,9413,6011867443844713,238,b,s
1047377668,5721,4.96520300819762E+018,5477,b,s
1047895360,2309,4601036148114761,8023,d,w
1048342834,552,180000422869885,8205,a,s
1049003016,821,4.99131542786121E+018,7713,a,w
1049442753,3515,4330754631163586,2138,a,s
1049469139,4449,30471288746032,3264,c,w
1049494495,4061,213166151508266,3474,d,w
1049583724,3998,349491035626317,8777,d,w
1050806835,1222,30333238620909,6911,c,w
1051424149,8949,4370078403084478,8158,a,w
1053232393,2203,4227771884694,4918,c,w
1053337582,8895,30357243352729,3465,b,s
1053971573,8466,6011274279997204,2065,a,s
1054518715,1411,4717040158534901,9904,c,s
1054761211,9942,6011913315705796,9269,c,w
1056622084,5620,3552320772329015,1093,b,w
1057631514,6005,4207827063014,3314,c,w
1059499178,3926,4.94693015427689E+018,6015,b,s
1059673149,3703,3502030347119236,7014,a,s
1060033976,7861,4514703688198,726,a,w
1060836247,840,4064236367928,9332,c,s
1061339727,2368,575253576897,3409,a,w
1062058101,3714,4989655271487207,9811,c,s
1062219882,3093,213138563966135,5193,d,w
1062462468,3338,6582203234989070,8812,b,s
1064808932,590,340757550517803,797,b,s
1065162317,3745,4163900872550872,5408,d,s
1066966759,8525,6011969519232029,8206,a,w
1069210167,1100,213147279849170,1703,d,s
1069487944,765,38257300410778,4919,c,w
1069500565,4951,4332547320098651,3826,d,s
1069793677,9414,6569182480294970,2900,d,s
1071133653,9177,575299761974,5686,a,w
1072463758,5428,586915729196,9249,b,w
1073011687,580,3518863878899327,9800,c,w
1073789055,1439,343150095936174,9088,a,s
1073981406,6018,6551138146774896,5051,c,w
1074492661,9514,180053663081157,9878,c,s
1075137714,4944,3579020929346313,6526,b,w
1076516802,6256,180008400594003,9768,a,w
1077012722,6727,6594090461218190,3771,a,s
1077315419,6722,2259798207365928,8113,c,s
1077839473,1212,30576306961429,3151,b,w
1078021466,7492,180028399522021,8310,b,w
1078471572,5190,180021888475603,6117,c,w
1080692426,9519,3508963785111253,3837,b,s
1084594838,7191,213124285802246,7978,c,s
1085707462,4664,4.40665529661457E+018,8227,b,w
1086839041,9745,3503610136684604,5334,a,w
1087373209,9547,4471053739082700,4774,c,s
1089258556,6254,4.55299434373483E+018,1835,a,w
1090565344,3027,180039289615692,7841,d,w
1090788447,3673,676116519411,453,c,w
1092031793,8139,4462268280110,8180,d,w
1092707030,6419,2280521233141110,9397,c,s
1093107446,4373,6560552373646289,2839,d,s
1093469220,1599,180011005235428,715,a,w
1094960199,5072,3548455456384410,3207,b,s
1095437973,4046,6517924588339022,6737,a,s
1095556035,5606,3591569575734317,1479,d,s
1096645809,9321,4092880245467085,9980,a,w
1096951172,9644,378152936821290,6700,b,w
1097283353,7538,3551384797233041,1290,b,w
1098413234,7849,30446274630192,4080,c,w
1098941651,8201,180047454102917,8777,a,w
1099831570,9028,502065348729,7050,a,w
1099854021,7854,349511395708734,8112,c,w
1101791471,3238,4.85393247871272E+018,4785,b,w
1102959611,1740,4079559152851401,7497,b,w
1105406699,4854,570775041876,5093,d,w
1105664814,9868,373990676022172,2939,a,w
1106566817,7985,38444063871392,9377,a,s
1108620565,8787,372209316856704,6231,d,w
1110533365,9272,4.76111836168781E+018,2805,d,w
1110984129,8828,3591345579822303,1230,d,w
1111329396,4119,4112322795231831,3435,d,w
1111650337,8061,4632268818963135,4141,a,w
1111771935,8006,5246468899551198,5307,c,w
1113049462,8524,373236563980134,3447,b,w
1113655583,3117,4.38576912089227E+018,7073,c,s
1115003515,1044,4927139653865608,1912,d,s
1117218797,9022,4.41714338891297E+018,326,d,s
1117726027,1602,373368588921940,8500,d,w
1118232277,5885,3532042529431473,189,b,w
1118579757,5026,4951974471658,484,a,s
1118672579,5428,4837182323180080,9410,c,w
1119896545,9656,4994037066946890,4370,d,s
1120039341,1056,4738308994277,1914,a,w
1121854510,7165,180043729753329,5173,c,s
1122497435,8577,6540127896025876,2414,b,w
1122936767,8179,676187985244,944,d,w
1123054666,5961,5296665795209263,8414,a,w
1124108186,7870,3528587975359962,6879,d,s
1124804255,2922,6578346490774813,3549,c,w
1125137151,2155,38951724793153,3042,c,w
1126204822,2235,6011941805868766,197,a,w
1128101890,4941,4015482171176303,6168,b,s
1128133467,6318,375791719163835,6579,d,s
1128183688,9292,345336473571174,7515,d,w
